desigcomercial;numbicicletas;numbicicletas__1;numdocasvacias;position;entity_ts;coordinates;lon;lat;coordinates
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};22/01/2020 12:18;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};22/01/2020 12:56;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;11;11;11;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};22/01/2020 16:13;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;11;11;11;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};22/01/2020 16:36;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;7;7;15;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};22/01/2020 19:34;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;12;12;10;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};22/01/2020 19:38;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;12;12;10;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};22/01/2020 20:36;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;7;7;15;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 3:17;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 3:56;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 4:18;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 5:16;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 5:57;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 6:37;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 7:37;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 8:37;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 8:57;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 9:18;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 11:37;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 13:37;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 13:57;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 14:57;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;10;10;12;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 21:37;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;9;9;13;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};23/01/2020 22:17;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;11;11;11;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 0:37;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;9;9;13;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 1:19;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;10;10;12;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 1:57;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;10;10;12;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 2:57;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 4:37;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 16:17;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;14;14;8;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 18:37;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;14;14;8;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 18:57;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;14;14;8;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 19:17;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;12;12;10;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 20:57;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;12;12;10;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 22:38;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;12;12;10;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 22:58;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;12;12;10;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 23:38;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;12;12;10;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};24/01/2020 23:58;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;12;12;10;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};25/01/2020 0:18;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};25/01/2020 9:18;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};25/01/2020 12:18;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;8;8;14;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};25/01/2020 18:38;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;14;14;8;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};25/01/2020 22:58;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;12;12;10;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};25/01/2020 23:58;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;14;14;8;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};26/01/2020 0:58;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;12;12;10;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};26/01/2020 1:18;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;16;16;6;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};26/01/2020 4:18;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;8;8;14;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};26/01/2020 6:58;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};26/01/2020 9:38;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};27/01/2020 1:39;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};27/01/2020 6:59;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};27/01/2020 8:39;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;0;0;22;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};27/01/2020 10:19;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};27/01/2020 17:39;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};27/01/2020 18:19;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;7;7;15;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};28/01/2020 2:20;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;7;7;15;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};28/01/2020 4:50;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};28/01/2020 16:30;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};28/01/2020 17:18;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;8;8;14;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};28/01/2020 22:50;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};29/01/2020 7:30;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};29/01/2020 14:31;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};29/01/2020 15:11;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};29/01/2020 16:51;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;18;18;4;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};29/01/2020 18:51;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};30/01/2020 3:51;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};30/01/2020 4:31;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};30/01/2020 5:31;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;0;0;22;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};30/01/2020 11:31;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;0;0;22;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};30/01/2020 13:31;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;1;1;21;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};30/01/2020 15:51;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;1;1;21;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};30/01/2020 16:11;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};30/01/2020 21:32;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};30/01/2020 23:12;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;1;1;21;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};31/01/2020 4:20;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;0;0;22;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};31/01/2020 7:40;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};31/01/2020 12:00;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};31/01/2020 14:20;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;7;7;15;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};31/01/2020 19:40;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};31/01/2020 21:00;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};01/02/2020 8:01;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};01/02/2020 16:01;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};01/02/2020 17:41;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};02/02/2020 0:21;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};02/02/2020 1:21;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};02/02/2020 6:18;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};02/02/2020 13:38;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;18;18;4;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};02/02/2020 19:18;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};02/02/2020 22:58;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};02/02/2020 23:18;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};03/02/2020 3:41;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};03/02/2020 8:01;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};03/02/2020 9:01;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;13;13;9;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};03/02/2020 23:21;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;13;13;9;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};03/02/2020 23:41;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;11;11;11;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};04/02/2020 1:21;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;7;7;15;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};04/02/2020 6:02;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};04/02/2020 10:02;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};04/02/2020 13:22;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};05/02/2020 1:58;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};05/02/2020 2:39;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};05/02/2020 4:49;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};05/02/2020 5:28;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};05/02/2020 7:49;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};05/02/2020 9:28;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};05/02/2020 10:48;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};05/02/2020 11:08;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};05/02/2020 14:49;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};05/02/2020 15:28;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};05/02/2020 17:08;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;14;14;8;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};06/02/2020 0:28;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};06/02/2020 7:09;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;0;0;22;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};06/02/2020 9:29;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;0;0;22;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};06/02/2020 11:49;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};06/02/2020 12:50;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};06/02/2020 13:49;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;15;15;7;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};06/02/2020 21:49;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;16;16;6;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};06/02/2020 22:09;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;8;8;14;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};07/02/2020 6:09;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;8;8;14;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};07/02/2020 8:09;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;1;1;21;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};07/02/2020 12:29;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;1;1;21;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};07/02/2020 12:50;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;1;1;21;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};07/02/2020 14:09;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;1;1;21;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};07/02/2020 16:09;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};07/02/2020 17:52;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};07/02/2020 18:10;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;8;8;14;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};07/02/2020 18:29;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;9;9;13;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};08/02/2020 3:12;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;9;9;13;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};08/02/2020 5:50;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;9;9;13;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};08/02/2020 6:32;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;8;8;14;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};08/02/2020 7:51;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;8;8;14;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};08/02/2020 9:10;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;8;8;14;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};08/02/2020 9:51;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};08/02/2020 10:51;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};08/02/2020 14:10;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};08/02/2020 15:50;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;7;7;15;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};08/02/2020 17:30;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;13;13;9;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};08/02/2020 21:31;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};09/02/2020 1:30;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;1;1;21;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};09/02/2020 3:15;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};09/02/2020 9:30;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;3;3;19;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};09/02/2020 11:30;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};09/02/2020 13:12;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;6;6;16;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};09/02/2020 14:31;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;13;13;9;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};09/02/2020 17:51;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;9;9;13;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};09/02/2020 18:31;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};10/02/2020 4:13;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};10/02/2020 6:51;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};10/02/2020 7:12;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};10/02/2020 8:31;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;2;2;20;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};10/02/2020 10:51;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;4;4;18;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};10/02/2020 11:51;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};10/02/2020 12:31;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;5;5;17;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};10/02/2020 16:36;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;8;8;14;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};10/02/2020 18:16;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;13;13;9;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};10/02/2020 21:02;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;15;15;7;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};10/02/2020 23:46;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;14;14;8;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};11/02/2020 0:34;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
Retiro;16;16;6;{'coordinates': [-9.14471, 38.70617], 'type': 'Point'};11/02/2020 3:17;-9.14471, 38.70617];-9.14471,;38.70617];38.70617],-9.14471,
